,humble, humility humble,e19d,"small,few: mouth,said,speak,confession: me,I"
,careful, warn careful,e19e,"small,few: heart"
,basket,,e19f,"small,few: net"
,child,,e200,"small,few: person"
,children,,e201,"small,few: people"
,hill,,e202,"small,few: mountain"
,least, smallest least,e397,"very: small,few"
,governor, proconsul governor,e0a3,"small,few: king,lord,ruler,master"
,young,,e0f1,"small,few: time,when"
,worm,,ea06,"small,few: snake"
,lake,,ec65,"small,few: water,wet"
,grape,,ecf4,"Small,few: fruit"
,Tahath,,e409,"Humble,humility: small,few: mouth,said,speak,confession: me,I: land,ground,earth,space"
,very,,e211,
,here,,e212,"very: land,ground,earth,space"
,hope,,e213,"very: desire,like,want,will: love,compassion: heart"
,save, save rescue,e214,very: help: straight: people
,now, now immediately,e215,"very: time,when"
,hosanna,,e216,"Save,rescue: very: help: straight: people: now,immediately: time,when"
,glory, glorify glory,e217,"very: praise,worship,exalt,dignify: mouth,said,speak,confession: good"
,fall,,e218,very: descend
,faithful, faithfulness faithful,e219,"very: believe,faith: know,knowledge: cross"
,fast_speed,,e21a,"very: forward,to"
,bright,,e21b,"very: sun,day"
,cornerstone,,e21c,"very: hard: soft: no,not: thing"
,covenant,,e21d,"promise: mouth,said,speak,confession: very: work,do"
,beg,,e21e,"very: mouth,said,speak,confession: desire,like,want,will: love,compassion: heart"
,best,,e21f,very : good
,wind,,e220,"Fast_speed: very: forward,to: air"
,sealed, sealed seal,e221,very: closed
,suffering, suffer suffering,e222,"very: pain,hurt: knife,cut: heart"
,alone, only alone,e223,very : one
,laugh, laughter laugh,e224,"very: happy,joy: face"
,late, later late,e225,"no,not: now,immediately: very: time,when"
,this,,e226,very: thing
,bear_with,,e227,"bear_with: very: with: same,equal: people"
,press,,e228,very: touch: thing: hand
,most,,e229,"very: many,much"
,baby,,e0a6,"very: small,few: person"
,eunuch,,eb8f,"very: circumcise,circumcision: knife,cut: flesh: soft: person"
,Latin,,eba8,"very: knife,cut: tongue: mouth,said,speak.confession: clothing,fabric"
,priority, order important priority,ebe7,"very: choose; love,compassion: or"
,loud,,ebe8,"very: ear,hear"
,milk,,eca3,"Baby: very: child: small,few: person: cup,drink"
,complete, perfect complete,ecec,"Very: all,whole"
,jump, jump leap,ed0a,"Very: forward,to: up"
,book, learn book read,e22a,
,gospel, gospel good_news,e22b,"book,learn,read: good"
,Bible, Scripture Bible Word_of_God,e22c,"book,read,learn: cross"
,story, news message parable report story,e22d,"book,read,learn: mouth,said,speak,confession"
,testimony, witness testimony,e22e,"mouth,said,speak,confession: you "
,law, lawful law commandment,e22f,"book,learn,read: allow,permission,permit: mouth,said,speak,confession: king,lord,ruler,master"
,chapter,,e230,"book,read,learn: part,some"
,letter,,eb84,"small,few: book,read,learn"
,word,,ebb4,"book,learn,read: small,few"
,Word,,ebb8,"king,lord,ruler,master: Bible,Scripture,Word_of_God: book,learn,read: cross"
,meaning,,ecfa,"Book,read,learn: same,equal"
,Paltiel,,e3fb,"Man: no,not: save,rescue: very: help: straight: people"
,Elah,,e1a9,"Man: dry: no,not: water,wet"
,Hadar,,e1af,"OT: man: honor: king,lord,ruler,master: sword"
,Hazo,,e1b0,"Man: no,not: prophet: prophesy: person: eye,see: forward,to"
,Heber,,e1b1,"OT: man: go,journey,travel,trip"
,Ishmael,,e1b5,"OT: man: dry: no,not: water,wet: land,ground,earth,space"
,Hirah,,e1b3,Man: mouth: you
,Husham,,e1b4,Man: sweet: air
,Ithran,,e1b6,"Man: praise,exalt,dignify,worship: mouth,said,speak,confession: good: small,few"
,Jabal,,e1b7,"OT: man: river,stream"
,Jahziel,,e1b8,"OT: man: divide,division,separate,split"
,Jakin,,e1b9,"Man: no,not: left"
,Javan,,e1ba,"OT: man: deceive,deception,lead_astray,false,lie: bad: no,not: true,truth: good: measure"
,Jeush,,e1bb,"Man: no,not: gathered,together_things"
,Jezer,,e1bc,"Man: easy: happy,joy: face: work,do"
,Joktan,,e1bd,"Man: try: small,few: work,do"
,Lud,,e1c2,"man: first: start,beginning: birth,born: person"
,Amittai,,e1cf,"Man: fly: love,compassion"
,Reuel,,e1ce,"Man: small,few: hair: face"
,Rosh,,e1d2,"Man: small,few: head: face"
,Puah_man,,e1d3,"Man: crooked: no,not: straight: person"
,Shepho,,e1d6,"Man: very: small,few: hair: face"
,Shobal,,e1d9,"Man: sundown: sun,day: down"
,Shaul,,e1d5,"OT: man: small,few"
,Tahash,,e1db,"Man: animal: out,outside: door: thing"
,Zepho,,e1de,"Man: watchtower: eye,see: tower "
,Zimran,,e1df,"Man: harvester: person: harvest: hand: grain,wheat"
,Eldaah,,e1e3,"Man: know,knowledge: God: king,lord,ruler,master: love,compassion"
,Manahath,,e1c3,"Man: bed,mattress: sleep,rest,lie_down: person: straight"
,Mibzar,,e1c5,"Man: small,few: house"
,Mishma,,e1c6,"Man: obey,obedience: mouth,said,speak,confession: work,do"
,Mizzah,,e1c7,"Man: strong: hand: power,ability,can: big: knife,cut"
,Nahath,,e1c8,"Man: deaf: sound,noise: ear,hear: no,not: thing"
,Omar,,e1c9,"Man: most: very: many,much: mouth,said,speak,confession"
,Onam,,e1ca,"Man: good: easy: happy,joy: face: work,do"
,Onan,,e1cb,"Man: very: strong: hand: power,ability,can: big: knife,cut"
,Pallu,,e1cc,"Man: amazed,amazing,great: big: praise,exalt,dignify,worship: mouth,said,speak.confession: good "
,Potiphera,,e1cd,"Man: sun,day: gift: hand: love,compassion"
,Eden_man,,e1e9,"Man: small,few: happy,joy: face"
,Levi_Matthew,,e35c,"man: tax: king,lord,ruler,master: money,wealth,wealthy"
,Bedad,,e1ee,"Man: same,equal: part,some"
,Machir_man,,e2d1,"Man: forward,to: straight: money,wealth,wealthy"
,Ahisamak,,e0bb,"Man: foundation: house: root: land,ground,earth,space"
,Gershom,,e0cb,"Man: stranger: know,knowledge: spirit: no,not: person"
,Jethro,,e0cc,"Man: many,much"
,Oholiab,,e0cf,Man: tool
,Bezalel,,e0bf,"Man: very: power,can,ability: big: knife,cut"
,start, start beginning,e231,
,end, finish end,e232,
,first,,e233,"start,beginning"
,last,,e234,"end,finish"
,birth, born birth,e235,"start,beginning: person"
,mature, ripe mature,e236,"end,finish: grow,growth,ripen: up: land,ground,earth,space"
,result,,e237,"end,finish: because,reason,purpose,therefore: know,knowledge: ?"
,fulfill,,e0d2,"end,finish: prophesy: eye,see: forward,to"
,awake,,ec54,"end,finish: sleep,rest,lie_down: person"
,Ahiezer,,e2ab,"Man: same,equal: help: straight: people"
,Ahiman,,e2ac,"Man: small,few: hand"
,Ammiel,,e2ad,"Man: type,kind_same: part,some: same,equal"
,eye, see eye,e238,
,road, road path way,e23c,
,door,,e23e,
,tree, tree plant wood,e244,
,water, wet water,e247,
,same, same equal,e24b,
,knife, knife cut,e24e,
,all, whole all,e251,
,clothing, fabric clothing,e253,
,walk,,e256,
,fly,,e25b,
,chain, bound arrest chain imprisoned,e25f,
,fish,,e263,
,boat,,e265,
,soft,,e268,
,moon, night moon,e272,
,cup, drink cup,e274,
,grain, wheat grain,e279,
,storm,,e27c,
,fruit,,e27e,
,table,,e280,
,sword,,e282,
,color,,e284,
,wall,,e288,
,zero,,e28b,
,one,,e28c,
,two,,e28d,
,three,,e28e,
,four,,e28f,
,five,,e290,
,six,,e291,
,seven,,e292,
,eight,,e293,
,nine,,e294,
,ten,,e295,
,thousand,,e296,
,chair, sit chair,e298,
,ear, hear ear,e299,
,heart,,e29a,
,part, some part,e29b,
,pen, write pen,e29c,
,belt,,e29d,
,box,,e29e,
,camel,,e29f,
,near, near close,e300,
,fire, heat fire hot,e301,
,hole,,e302,
,horse,,e303,
,cave,,eda6,Hole: mountain
,measure,,e305,
,mountain,,e306,
,net,,e307,
,new,,e308,
,nose, smell nose,e309,
,pig,,e30a,
,snake,,e30c,
,sweet,,e30d,
,tie, tie knot,e30e,
,tower,,e30f,
,whip,,e310,
,window,,e311,
,air,,e312,
,straight,,e313,
,you,,e314,
,money, wealth money wealthy,e029,
,big,,e120,
,wrath_of_God,,e02a,"king,ruler,lord,master: anger,angry"
,anger, angry anger,e204,
,tax,,e02b,"king,lord,ruler,master: money,wealth,wealthy"
,free, freedom free,e260,"No,not: chain,bound,imprisoned,arrest"
,redeem, redemption redeem,e02c,"Money,wealth,wealthy: free,freedom: no,not: chain,bound,arrest,imprisoned"
,reward,,e02d,"good: money,wealth,wealthy: righteous,righteousness: work,do"
,market_place,,e02e,"Buy,spend: forward,to: money,wealth,wealthy: land,ground,earth,space"
,kingdom,,e02f,"King,lord,ruler,master: land,ground,earth,space"
,oil,,e030,"money,wealth,wealthy: water,wet"
,honor,,e031,"King,lord,ruler,master: sword"
,dominion,,e032,"King,lord,ruler,master: power,can,ability: big: knife,cut"
,anointed,,e033,"king,ruler,lord,master: call,beckon: mouth,said,speak,confession: near,close: person "
,call, call beckon,e040,"mouth,said,speak,confession: near,close"
,appointed,,e041,"Call,beckon: mouth,said,speak,confession: near,close : person"
,authority,,e034,"King,ruler,lord,master: mouth,said,speak,confession"
,profit,,e035,"money,wealth,wealthy: many,much"
,God,,e036,"king,ruler,lord,master: man: love,compassion"
,Jesus,,e037,"king,lord,ruler,master: cross"
,mustard,,e039,"cross: seed: grain,wheat: small,few"
,offering,,e03a,"cross: money,wealth,wealthy"
,priest,,e03b,cross: person
,crucify,,e03c,"kill,destroy,destruction: knife,cut: person: cross"
,temple,,e03d,"Praise,exalt,dignify,worship: mouth,said,speak,confession: good: building"
,persecution, persecution persecute tribulation,e03e,"cross: suffering: very: pain,hurt: knife,cut: heart"
,voice,,e042,"mouth,said,speak,confession: ear,hear"
,unleavened,,e043,"bread: mouth,said,speak,confession: grain,wheat: down"
,up,,e315,
,thunder,,e044,"mouth,said,speak,confession: storm"
,tongue,,e045,"mouth,said,speak,confession: clothing,fabric"
,salt,,e046,"mouth,said,speak,confession: ."
,sigh,,e047,"mouth,said,speak,confession: air"
,spit,,e048,"mouth,said,speak,confession: forward,to: water,wet"
,allow, permission allow permit,e04a,"mouth,said,speak,confession: king,master,ruler,lord"
,praise, praise exalt worship dignify,e04b,"mouth,said,speak,confession: good"
,teach, teaching teach,e04c,"mouth,said,speak,confession: book,read,learn"
,preach, preaching preach,e04d,"teach,teaching: mouth,said,speak,confession: Bible,Scripture,Word_of_God: book,learn,read: cross"
,obey, obey obedience,e04e,"mouth,said,speak,confession: work,do"
,name,,e04f,"mouth,said,speak,confession: me,I"
,mute,,e050,"mouth,said,speak,confession: no,not"
,happy, joy happy,e205,Face
,greeting,,e051,"mouth,said,speak,confession: happy,joy; face"
,honey,,e052,"mouth,said,speak,confession: sweet"
,eat, food eat meal,e053,"mouth,said,speak,confession: thing"
,feast,,e054,"big: eat,food,meal: mouth,said,speak,confession: thing"
,bad,,e17d,"no,not: good"
,accuse, revile accuse criticize,e055,"mouth,said,speak,confession: bad: no,not: good"
,afraid, fear afraid worry,e056,"mouth,said,speak,confession: heart"
,sleep, rest lie_down sleep,e121,Person
,bed, mattress bed,e122,"Sleep,rest,lie_down,person: straight"
,peace,,e123,"rest,sleep,lie_down: person: love,compassion"
,wild,,e17e,"no,not: peace: sleep,rest,lie down: love,compassion"
,argument,,e057,"mouth,said,speak,confession: wild: no,not: peace: sleep,rest,lie_down: person: love,compassion"
,command, insist command,e058, 
,understand, understanding understand,e063,"know,knowledge: very"
,explain, explanation explain,e059,"mouth,said,speak,confession: understand,understanding: know,knowledge: very "
,curse,,e05a,"mouth,said,speak,confession: bad: no,not: good: fire,heat,hot"
,blasphemy, insult blasphemy blaspheme,e05b,"mouth,said,speak,confession: bad: no,not: good: god: king,lord,ruler,master: man: love,compassion"
,bless, blessing bless,e05c,"mouth,said,speak,confession: gift: hand: love,compassion"
,gift,,e072,"hand: love,compassion"
,bread, loaf bread,e05d,"mouth,said,speak,confession: grain,wheat"
,pray, prayer pray,e05e,"mouth,said,speak,confession: God: king,lord,ruler,master: man: love,compassion"
,ashamed,,e05f,"quiet,silence: no,not: afraid,fear,worry: mouth,said,speak,confession: heart"
,stop,,e073,"hand: end,finish"
,rebuke,,e060,"mouth,said,speak,confession: stop: hand: end,finish"
,wisdom, wise wisdom,e064,"know,knowledge: or"
,or,,e106,
,shame, shame humiliate,e065,"know,knowledge: bad: no,not: good: me,I"
,because, purpose because reason therefore,e066,"know,knowledge: ?"
,questionmark,,e316,
,questioned, questioned ask,e061,"mouth,said,speak,confession: ?"
,why,,e067,"because,purpose,reason,therefore: know,knowledge: questioned,ask: mouth,said,speak,confession: ?"
,how,,e068,"know,knowledge: questioned,ask: mouth,said,speak,confession: ?"
,stranger,,e069,"know,knowledge: spirit: no,not: person"
,perceive,,e06a,"know,knowledge: eye,see"
,plan,,e06b,"know,knowledge: pen,write"
,mind, think_opinion mind think_wonder think thought,e06c,"know,knowledge: head: face"
,head,,e206,face
,lunatic,,e06d,"know,knowledge: wild: no,not: peace: sleep,rest,lie_down: person: love,compassion"
,ignorant, ignorant ignorance,e06e,"know,knowledge: no,not"
,believe, faith believe,e06f,"know,knowledge: cross"
,assurance, confidence assurance,e070,"know,knowledge: know,knowledge"
,search,,e074,"hand: eye,see"
,send,,e075,"hand: forward,to"
,make, make create,e076,hand: person
,sew,,e077,hand: person: needle
,needle,,e078,"Make,create: hand: person"
,shade,,e079,"hand: sun,day"
,share,,e07a,"hand: friend: person: love,compassion"
,steal,,e07b,"hand: thing: no,not: you"
,stewardship,,e07c,"hand: money,wealth,wealthy"
,sow, to_plant sow,e07d,"hand: seed: grain,wheat: small,few"
,seed,,e27a,"grain,wheat: small,few"
,put, put put_verb,e07e,Hand: thing 
,need, need have_to,e07f,hand: very
,go_down, lower_verb go_down,e080,hand: down
,lift,,e081,hand: up
,harvest,,e082,"hand: grain,wheat"
,have,,e083,Hand: .
,heal,,e084,"hand: health,healthy: happy,joy: face: heart"
,hide,,e085,Put: hand: under: thing: .
,give, give for,e086,"gift: hand: love,compassion: forward,to"
,blood,,e087,"hand: water,wet"
,bring, carry bring take,e088,hand: thing
,lost,,e089,"bad: no,not: good : search: hand: eye,see"
,strong,,e08a,"hand: power,can,ability: big: knife,cut"
,power, can ability power,e124,"big: knife,cut"
,wash,,e08b,"hand: pure,clean: water,wet: good"
,clean, pure clean,e248,"water,wet: good"
,beat, hit beat,e0e4,"hand: pain,hurt: knife,cut: heart"
,use, useful use,e08d,"thing: work,do"
,serve,,e08e,"love,compassion: work,do"
,sin, sinful sin lawlessness unrighteous unrighteousness,e08f,"bad: no,not: righteous,righteousness: good: work,do"
,righteous, righteousness righteous,e090,"good: work,do"
,before,,e107,backward: thing
,prepare,,e091,"before; backward: use,useful: thing: work,do"
,easy,,e092,"happy,joy: face: work,do"
,sad, sad grieve,e207,
,difficult,,e093,"sad,grieve: work,do"
,pretend,,e094,"no,not: work,do: true,truth: good: measure"
,deceive, deception deceive false lead_astray lie,e17f,"no,not: true,truth: good: measure"
,impossible,,e180,"no,not: power,can,ability: big: knife,cut"
,miracle,,e095,"Impossible: no,not: power,ability,can: big: knife,cut: work,do"
,perfume, perfume fragrant,e097,"good: nose,smell"
,possible,,e098,"good: power,can,ability: big: knife,cut"
,keep,,e099,very: have: hand: .
,correct, yes correct,e09a,good
,worth, worth value worthy,e09b,"good: money,wealth,wealthy"
,true, truth true,e09c,good: measure 
,fix,,e09d,"good: make,create: hand: person"
,better,,e09e,"good: many,much"
,alive, life alive live,e09f,good: heart
,amen,,e100,"good: all,whole"
,find,,e101,"good: search: hand: eye,see"
,beast,,e103,"animal: bad: no,not: good"
,dog,,e104,"small,few: animal"
,gathered, together_things gathered_things gathered,e108, 
,what,,e109,"thing: questioned,ask: mouth,said,speak,confession: ?"
,under,,e10a,thing: .
,through, through pass,e10b,"thing: forward,to"
,touch,,e10c,thing: hand
,side,,e10d,thing
,slave,,e10e,thing: person
,soul,,e10f,thing: person
,above, over above,e110,up: thing
,if,,e111,straight: thing
,in_front,,e112,thing
,on, on on_top_of,e113,thing
,everything,,e114,"thing: all,whole"
,catch,,e115,thing: net
,behind,,e116,thing: thing
,beside,,e117,thing: .
,between,,e118,thing: stick
,bottom,,e119,thing
,but,,e11a,"thing: clothing,fabric"
,about,,e11b,thing
,and,,e11c,thing
,after,,e11d,"thing: forward,to"
,away,,e11e,thing
,they, they them,e125,person: people
,together_people, together_people gathered_people,e126,
,people,,e127,person
,crowd, multitude crowd,e128,people
,world,,e129,people
,tax_collector,,e12a,"person: king,lord,ruler,master: money,wealth,wealthy"
,teacher,,e12b,"person: teach,teaching: mouth,said,speak,confession: book,read,learn"
,writer, scribe author writer,e12c,"person: pen,write"
,servant, deacon servant,e12d,"person: serve: love,compassion: work,do"
,shoe,,e12e,person: thing
,soldier,,e12f,"person: war,fight,battle"
,godly, righteous_person godly saint,e130,"person: righteous,righteousness: good: work,do"
,paralyze,,e131,"person: go,travel,journey: no,not"
,sower, sower farmer,e133,"person: sow: hand: seed: grain,wheat: small,few"
,preacher,,e134,"person: teach,teaching: mouth,said,speak,confession: Bible,Scripture,Word_of_God: book,learn,read: cross"
,prophet,,e135,"person: prophesy: eye,see: forward,to"
,messenger,,e136,"mouth,said,speak,confession: person"
,lead, leader lead manage,e137,"Forward,to: person"
,kneel,,e138,stay: person: straight: down
,harvester,,e139,"person: hand: grain,wheat"
,help,,e13a,straight: people
,hire,,e13b,"person: money,wealth,wealthy"
,holy,,e13c,person: thing
,foot,,e13d,person
,follow,,e13e,"people: forward,to"
,evangelist,,e13f,"person: mouth,said,speak,confession: gospel,good_news: book,learn,read: good"
,everyone,,e140,"person: all,whole"
,kill, kill destroy destruction,e141,"knife,cut: person"
,disciple,,e142,"person: follow: people: forward,to"
,body,,e143,person
,doctor, healer doctor,e144,"person: heal: hand: health,healthy: happy,joy: face: heart"
,prisoner,,e145,"person: chain,bound,imprisoned,arrest"
,crush,,e146,person: thing
,clothe, to_clothe clothe,e147,"clothing,fabric: person"
,cohort, cohort army,e148,"soldier: person: war,fight,battle: many,much"
,shout,,e149,"big: mouth,said,speak,confession"
,amazed, amazing amazed great,e14a,"big: praise,exalt,dignify,worship: mouth,said,speak,confession: good"
,boast, pride boast proud,e14b,"big: mouth,said,speak,confession: me,I"
,staff,,e14c,Big: stick
,ocean, sea ocean,e14d,"big: water,wet"
,arm,,e14e,big
,carpenter,,e14f,"person: hand: thing: tree,plant,wood"
,helper, helper attendant,e150,person: help: straight: people
,sinner,,e151,"bad: no,not: good: righteous,righteousness: person: work,do"
,deceiver, hypocrite deceiver,e152,"person: deceive,deception,lie,false,lead_astray: bad: no,not: true,truth: good: measure"
,grow, growth grow ripen,e154,"Up: land,ground,earth,space"
,everywhere,,e155,"land,ground,earth,space: all,whole "
,wilderness, wilderness desert,e156,"land,ground,earth,space: no,not: tree,plant,wood"
,countrymen,,e157,"friend: person: love,compassion: land,ground,earth,space"
,foreigner, gentile foreigner sojourner,e158,"person: no,not: land,ground,earth,space"
,earthquake,,e159,"land,ground,earth,space: shake"
,shake,,e27d,
,where,,e15a,"land,ground,earth,space: questioned,ask: mouth,said,speak,confession: ?"
,dirt, ground_soil dirt soil,e15b,"land,ground,earth,space"
,root,,e15c,"land,ground,earth,space"
,dust,,e15d,"small,few: part,some: land,ground,earth,space"
,year,,e15e,"land,ground,earth,space: around: sun,day"
,Sabbath,,e160,"Sun: sleep,rest,lie_down: person"
,sundown,,e161,"sun,day: down"
,show, reveal appear show,e162,"sun,day: eye,see"
,morning,,e163,"sun,day: straight"
,lamp,,e164,"sun,day: thing"
,denarius,,e165,"sun,day: money,wealth,wealthy"
,us, we us,e167,"me,I"
,Baal_Hanan,,e169,"Man: very: no,not: knife,cut"
,winter,,e16b,"time,when: cold: no,not: fire,heat,hot"
,until,,e16c,"forward,to: time,when"
,past,,e16d,"time,when: backward"
,future,,e16e,"time,when: forward,to"
,patient, patience longsuffering patient,e16f,"time,when: pain,hurt: knife,cut: heart"
,endure,,e170,"time,when: here: very: land,ground,earth,space"
,prison,,e172,"house: chain,bound,imprisoned,arrest"
,neighbor,,e173,"house: near,close"
,member,,e174,house: people
,lease,,e175,"house: money,wealth,wealthy"
,family, relative family,e176,"house: love,compassion"
,adopt, adoption adopt,e177,"house: love,compassion: small,few"
,dead, death dead die,e181,"no,not: heart"
,tomb, tomb grave,e178,"house: dead,death,die: no,not: heart"
,foundation,,e179,"house: land,ground,earth,space: root"
,build,,e17a,"house: make,create: hand: person"
,abide, dwell abide,e17b,"house: alive,life,live: good: heart"
,worse,,e182,"bad: no,not: good: many,much"
,tempt, temptation tempt,e183,"bad: no,not: good: desire,like,want: love,compassion: heart"
,other, that other,e184,"no,not: this: very: thing"
,quiet, silence quiet,e185,"mouth,said,speak,confession: no,not"
,secret, whisper secret,e186,"quiet,silence: mouth,said,speak,confession: no,not: ear,hear"
,spirit,,e187,"no,not: person"
,dry,,e188,"no,not: water,wet"
,old,,e189,"no,not: new"
,closed,,e23f,
,open,,e18a,"no,not: closed"
,mystery,,e18b,"no,not: because,purpose,reason,therefore: know,knowledge: ?"
,immeasurable,,e18c,"no,not: measure"
,famine,,e18d,"no,not: grain,wheat"
,fast_no_eat,,e18e,"no,not: eat,food,meal: mouth,said,speak,confession: thing"
,forgive, forgiveness forgive,e18f,"no,not: kill,destroy,destruction: knife,cut: person"
,futile, useless futile,e190,"no,not: use,useful: thing: work,do"
,deaf,,e191,"no,not: ear,hear"
,blind,,e192,"no,not: eye,see"
,disobey, disobey disobedience rebellion reject,e193,"no,not: obey,obedience: mouth,said,speak,confession: work,do"
,doubt, unbelief doubt,e194,"no,not: believe,faith: know,knowledge: cross"
,betray, betrayal betray,e195,"no,not: trust: love,compassion: true,truth: good: measure"
,brave, courage brave,e196,"no,not: afraid,fear,worry: mouth,said,speak,confession: heart"
,far,,e197,"no,not: near,close"
,more,,e199,"up: many,much"
,village,,e19a,"many,much: neighbor: house: near,close"
,hair,,e208,face
,health, healthy health,e209,"happy,joy: face: heart"
,sick, sick disease,e20a,"sad,grieve: heart"
